"u","j378","j395","j410","j430","g","j515","r","j660","i","j861","z","GCs"
21.905,22.35,21.98,21.699,23.229,21.253,20.697,20.572,20.435,20.236,20.175,20.432,"0"
15.613,15.408,15.263,14.594,14.504,14.008,13.84,13.423,13.364,13.262,13.186,13.155,"0"
17.087,16.82,16.696,16.099,16.035,15.633,15.472,15.152,15.132,15.005,14.988,14.976,"0"
21.432,21.491,22.238,20.72,20.333,19.133,18.865,17.676,17.301,16.766,16.437,16.328,"0"
20.471,20.22,20.909,19.799,19.839,19.602,19.522,19.143,19.045,18.969,18.799,18.954,"0"
21.632,21.519,20.885,22.781,21.525,20.126,19.859,18.5,18.104,17.445,17.041,16.954,"0"
21.026,21.432,20.621,19.994,19.768,19.096,19.018,18.181,18.062,17.86,17.729,17.706,"0"
20.65,20.518,20.087,20.266,19.874,19.779,19.492,19.201,19.058,19.041,19.153,18.9,"0"
16.552,16.278,16.137,15.456,15.378,14.847,14.669,14.216,14.157,13.996,13.942,13.919,"0"
20.565,20.688,20,19.48,19.418,18.882,18.699,18.323,18.321,18.076,17.99,18.046,"0"
24.889,21.623,21.165,21.032,21.061,20.439,20.147,18.892,18.551,17.857,17.514,17.363,"0"
21.363,20.989,20.128,19.995,19.554,19.097,18.819,18.223,18.104,17.887,17.737,17.716,"0"
18.644,18.328,18.251,17.642,17.548,17.148,16.97,16.538,16.493,16.316,16.263,16.239,"0"
19.844,19.626,19.51,18.456,18.189,17.163,17.049,15.808,15.525,15.126,14.882,14.815,"0"
15.898,15.599,15.441,14.922,14.847,14.446,14.294,13.957,13.938,13.813,13.783,13.772,"0"
21.886,20.732,20.981,20.518,19.569,18.738,18.654,17.431,17.181,16.863,16.655,16.588,"0"
22,21.098,21.481,20.787,20.391,20.189,20.284,19.869,19.946,19.745,19.598,19.565,"0"
19.824,19.474,19.436,18.818,18.904,18.442,18.186,17.846,17.766,17.647,17.625,17.594,"0"
19.875,19.955,19.551,18.715,18.585,17.912,17.838,17.064,16.966,16.753,16.648,16.62,"0"
21.186,20.641,21.418,20.381,20.005,19.773,19.717,19.185,19.19,18.989,18.915,18.784,"0"
23.011,21.886,21.176,21.738,21.467,19.823,19.364,18.48,18.017,17.098,16.604,16.458,"0"
20.805,21.531,22.332,22.053,20.785,20.796,20.419,20.007,19.924,19.696,19.53,19.641,"0"
21.444,20.494,20.849,20.26,19.768,19.266,19.167,18.59,18.404,18.303,18.126,18.161,"0"
16.436,16.274,16.076,15.371,15.255,14.724,14.554,14.107,14.044,13.907,13.865,13.84,"0"
19.198,18.984,18.883,18.231,18.27,17.868,17.726,17.381,17.349,17.225,17.208,17.179,"0"
17.496,17.258,17.05,16.523,16.382,15.911,15.715,15.275,15.224,15.018,14.944,14.913,"0"
17.384,17.149,17.083,16.412,16.349,15.881,15.73,15.32,15.254,15.11,15.066,15.037,"0"
20.399,19.889,20.081,19.637,19.387,19.009,18.872,18.395,18.355,18.17,18.071,18.039,"0"
18.276,18.158,17.866,17.182,17.088,16.493,16.325,15.778,15.693,15.491,15.398,15.372,"0"
22.173,20.803,20.819,20.6,20.92,19.958,19.773,19.326,19.302,19.02,19.039,19.045,"0"
19.713,19.822,19.417,18.821,18.7,18.092,17.892,17.279,17.16,16.969,16.866,16.825,"0"
20.399,20.469,19.984,19.899,19.807,19.511,19.481,19.104,19.071,19.04,19.081,18.881,"0"
18,17.755,17.676,17.128,17.039,16.631,16.464,16.089,16.042,15.892,15.833,15.831,"0"
20.878,22.066,20.379,20.263,20.109,19.801,19.748,19.076,19.025,18.735,18.699,18.717,"0"
21.159,21.001,20.652,20.185,20.438,19.6,19.463,18.96,18.863,18.695,18.672,18.585,"0"
20.898,20.719,20.699,20.696,19.862,18.829,18.789,17.577,17.36,17.048,16.875,16.828,"0"
21.22,20.309,21.187,19.751,19.624,18.902,18.718,18.217,18.111,17.894,17.806,17.763,"0"
21.118,20.832,20.088,19.404,19.198,18.153,17.995,16.822,16.451,15.879,15.562,15.487,"0"
20.687,20.706,20.643,20.036,19.92,19.451,19.256,19.141,19.148,18.993,18.989,19.056,"0"
19.47,19.48,19.413,18.721,18.679,18.196,18.081,17.668,17.617,17.471,17.465,17.411,"0"
19.105,18.847,18.655,17.744,17.552,16.897,16.739,16.078,15.987,15.802,15.705,15.664,"0"
18.661,18.415,18.179,17.647,17.586,17.132,16.965,16.595,16.581,16.414,16.364,16.346,"0"
19.912,19.862,19.345,18.44,18.094,17.329,17.256,16.375,16.235,15.994,15.864,15.824,"0"
19.156,18.892,18.458,17.551,17.318,16.266,16.123,14.954,14.636,14.18,13.897,13.829,"0"
21.042,20.637,19.794,19.517,19.465,18.17,18.015,16.818,16.379,15.686,15.279,15.166,"0"
21.849,21.864,20.144,19.819,19.692,18.988,18.816,18.135,18.03,17.8,17.697,17.636,"0"
22.866,21.554,23.108,22.157,20.718,20.746,20.299,20.433,20.142,20.055,20.067,19.751,"0"
21.111,20.529,20.376,19.581,19.441,18.266,18.03,16.971,16.532,15.83,15.454,15.356,"0"
19.547,19.034,18.557,18.299,18.23,18.146,18.076,18.056,18.103,18.104,18.201,18.202,"0"
15.962,15.752,15.545,14.739,14.598,13.951,13.764,13.181,13.086,13.005,12.785,12.745,"0"
20.892,22.217,20.674,19.847,19.879,19.093,19.027,18.085,17.942,17.708,17.574,17.55,"0"
18.404,18.249,18.064,17.459,17.374,16.94,16.773,16.454,16.411,16.305,16.298,16.281,"0"
14.283,14.024,13.9,13.267,13.183,12.775,12.625,12.511,12.254,12.442,12.133,12.116,"0"
21.3,20.859,19.757,19.72,19.78,18.5,18.297,17.236,16.778,15.906,15.461,15.316,"0"
21.298,20.597,20.079,19.682,19.402,18.597,18.431,17.573,17.418,17.117,16.945,16.912,"0"
19.806,19.799,19.513,19.029,18.938,18.38,18.208,17.808,17.759,17.611,17.569,17.553,"0"
17.198,16.994,16.898,16.252,16.18,15.751,15.62,15.276,15.244,15.141,15.128,15.111,"0"
18.268,18.063,17.98,17.35,17.258,16.735,16.587,16.061,15.967,15.785,15.689,15.655,"0"
22.312,22.335,21.422,21.539,21.861,21.939,22.463,20.641,20.625,20.302,19.847,19.615,"0"
18.6,18.456,18.217,17.695,17.552,17.1,16.903,16.447,16.374,16.177,16.078,16.04,"0"
18.988,18.938,18.764,18.097,18.104,17.622,17.508,17.149,17.108,16.979,16.947,16.916,"0"
21.149,21.884,23.798,20.823,20.632,19.794,19.838,18.947,18.784,18.621,18.488,18.438,"0"
17.736,17.493,17.354,16.7,16.613,16.118,15.932,15.501,15.457,15.294,15.243,15.21,"0"
19.661,19.694,19.344,18.744,18.768,18.297,18.128,17.712,17.652,17.496,17.441,17.418,"0"
21.074,21.51,20.792,21.793,20.116,19.476,19.269,18.006,17.602,16.984,16.595,16.495,"0"
21.495,20.487,20.242,19.112,18.886,17.73,17.693,16.393,16.15,15.785,15.553,15.464,"0"
23.91,24.096,23.813,21.908,22.063,21.061,21.052,20.084,20,19.752,19.568,19.497,"0"
18.033,18.005,17.679,16.898,16.772,16.192,16.022,15.503,15.435,15.298,15.223,15.201,"0"
21.618,22.158,21.505,21.391,20.992,19.797,20.095,18.71,18.434,17.999,17.771,17.688,"0"
18.319,18.323,17.903,17.147,16.987,16.284,16.139,15.489,15.398,15.209,15.103,15.086,"0"
20.959,21.601,21.417,21.427,23.569,21.194,21.656,19.845,19.535,19.059,18.679,18.729,"0"
21.212,21.723,21.783,20.892,20.009,19.069,19.05,17.782,17.579,17.237,17.026,16.942,"0"
22.926,21.726,21.656,21.565,21.926,20.94,20.797,19.592,19.376,18.777,18.431,18.433,"0"
18.703,18.409,18.436,17.869,17.825,17.432,17.354,16.986,16.979,16.84,16.829,16.809,"0"
20.686,21.195,20.129,19.323,19.239,18.55,18.397,17.589,17.517,17.201,17.041,17.005,"0"
19.859,19.54,19.409,18.465,18.384,17.703,17.582,16.864,16.764,16.54,16.445,16.392,"0"
22.693,20.866,21.929,19.969,19.504,18.821,18.673,17.849,17.692,17.483,17.353,17.308,"0"
19.262,19.127,18.965,18.044,17.93,17.333,17.191,16.654,16.572,16.421,16.346,16.324,"0"
19.675,19.742,19.399,18.739,18.629,17.976,17.794,17.217,17.138,16.958,16.884,16.845,"0"
20.631,20.846,21.322,19.351,19.126,18.296,18.179,17.12,16.968,16.68,16.52,16.444,"0"
19.719,19.879,19.861,19.175,19.124,18.777,18.731,18.322,18.337,18.19,18.063,18.106,"0"
17.217,17.086,16.775,15.992,15.834,15.147,14.945,14.353,14.239,14.039,13.941,13.905,"0"
16.981,16.724,16.621,16.003,15.914,15.409,15.219,14.788,14.732,14.561,14.501,14.479,"0"
22.107,22.802,22.101,22.129,22.192,21.899,22.318,20.267,19.92,19.515,19.198,19.106,"0"
21.109,20.646,20.689,20.382,20.836,20.265,19.892,19.819,19.811,19.678,19.678,19.831,"0"
22.639,22.129,22.057,21.569,20.945,20.673,20.786,20.572,20.969,20.74,20.361,20.405,"0"
18.004,17.963,17.558,16.721,16.557,15.846,15.717,15.003,14.88,14.652,14.525,14.504,"0"
21.239,21.838,21.745,21.432,20.886,20.853,21.286,20.653,20.712,20.087,20.25,19.969,"0"
19.807,20.258,19.644,18.923,18.818,18.2,17.995,17.434,17.361,17.131,17.003,17.014,"0"
20.894,20.497,20.638,20.275,20.029,19.766,19.736,19.43,19.364,19.277,19.042,19.128,"0"
20.549,20.735,21.248,19.668,19.791,19.102,18.969,18.213,18.166,17.874,17.812,17.7,"0"
22.231,24.99,20.889,21.139,22.648,21.246,21.228,19.612,19.22,18.597,18.154,18.114,"0"
20.903,20.786,20.401,19.827,19.919,19.676,19.61,19.466,19.549,19.461,19.506,19.529,"0"
21.818,21.85,20.911,20.96,20.36,19.084,18.917,17.642,17.306,16.83,16.496,16.454,"0"
21.639,22.965,20.917,20.937,21.686,19.954,19.844,18.591,18.096,17.302,16.87,16.719,"0"
20.505,19.989,19.858,19.208,19.175,18.624,18.476,17.926,17.845,17.706,17.646,17.551,"0"
17.126,16.853,16.756,16.277,16.211,15.818,15.692,15.304,15.272,15.133,15.085,15.07,"0"
20.233,20.655,20.558,19.247,19.181,18.582,18.459,17.844,17.757,17.541,17.483,17.444,"0"
20.901,20.58,20.191,19.395,18.966,18.077,18.018,16.915,16.745,16.444,16.248,16.188,"0"
19.58,19.479,19.156,18.282,18.126,17.462,17.348,16.675,16.581,16.382,16.298,16.247,"0"
21.285,20.773,20.382,20.639,20.046,19.857,19.585,19.113,19.133,18.957,18.914,18.861,"0"
20.304,19.581,19.82,19.212,19.275,18.889,18.749,18.517,18.491,18.317,18.337,18.357,"0"
19.424,19.226,18.895,18.156,18.024,17.303,17.157,16.408,16.284,16,15.851,15.805,"0"
21.243,20.348,20.011,20.006,19.401,18.595,18.573,17.434,17.267,16.961,16.787,16.733,"0"
20.442,21.498,21.304,21.532,21.985,22.031,22.077,20.521,20.109,19.164,18.678,18.496,"0"
20.373,20.76,20.395,19.566,19.157,18.448,18.359,17.566,17.453,17.224,17.092,17.054,"0"
19.126,18.998,18.891,17.782,17.643,16.953,16.856,16.103,15.999,15.803,15.694,15.651,"0"
20.805,20.197,20.235,18.965,18.622,17.603,17.543,16.316,16.102,15.744,15.539,15.473,"0"
17.507,17.347,17.214,16.642,16.584,16.17,16.039,15.679,15.621,15.501,15.474,15.449,"0"
20.362,21.088,20.986,19.588,19.555,19.143,18.933,18.376,18.267,18.081,18.014,17.923,"0"
20.915,21.044,20.207,20.008,19.488,19.03,19.013,18.324,18.248,18.028,17.933,17.895,"0"
20.18,20.131,20.44,19.287,19.169,18.577,18.44,17.851,17.767,17.542,17.451,17.408,"0"
20.984,21.283,20.394,20.392,20.537,20.241,20.349,20.41,20.278,20.387,19.687,19.799,"0"
19.273,19.118,18.83,18.544,18.371,18.174,18.166,17.756,17.792,17.637,17.618,17.617,"0"
20.957,21.054,21.978,23.208,21.184,19.628,19.788,18.269,17.862,17.28,16.883,16.862,"0"
22.087,20.417,20.126,19.234,19.038,18.153,18.042,17.136,17.002,16.8,16.662,16.629,"0"
23.348,21.064,20.693,20.077,20.521,19.916,19.99,19.479,19.408,19.218,19.163,19.269,"0"
22.317,22.084,21.913,20.749,20.53,19.408,19.119,17.921,17.555,17.093,16.753,16.705,"0"
21.694,21.572,21.861,21.708,23.781,21.138,21.068,20.034,19.662,18.674,18.16,18.04,"0"
19.556,19.159,18.982,18.638,18.72,18.452,18.346,18.066,18.055,17.943,17.934,17.919,"0"
13.292,13.085,12.995,12.409,12.36,12.054,11.887,12.049,11.628,12.04,11.642,11.626,"0"
18.263,18.058,18.026,17.439,17.373,16.971,16.845,16.508,16.473,16.36,16.342,16.297,"0"
22.15,21.087,20.737,21.653,20.551,20.26,20.227,19.423,19.263,19.135,18.873,18.845,"0"
22.267,21.725,21.952,22.914,21.457,20.525,20.462,19.221,18.777,18.262,17.876,17.816,"0"
18.429,18.2,18.244,17.653,17.595,17.202,17.095,16.749,16.693,16.581,16.553,16.556,"0"
21.419,21.813,21.066,20.995,20.726,19.471,19.256,18.078,17.625,16.753,16.272,16.171,"0"
22.491,20.962,21.369,21.565,21.155,20.694,21.132,20.584,20.627,20.376,20.466,20.331,"0"
21.4,21.698,20.92,20.135,19.892,19.473,19.268,18.74,18.624,18.485,18.438,18.419,"0"
21.605,21.079,22.096,22.407,21.593,20.925,20.868,19.392,18.986,18.048,17.519,17.4,"0"
18.951,18.655,18.513,17.797,17.672,17.106,16.927,16.397,16.3,16.141,16.06,16.04,"0"
21.439,22.189,22.039,22.162,22.145,19.833,19.796,18.557,18.136,17.453,17.053,16.972,"0"
21.775,21.684,21.788,21.346,21.107,21.142,20.827,20.705,20.642,20.413,20.115,20.202,"0"
20.426,19.86,20.47,19.621,18.988,19.357,19.985,19.129,18.916,19.019,18.725,18.839,"0"
18.514,18.377,18.343,17.807,17.697,17.298,17.152,16.745,16.678,16.552,16.504,16.498,"0"
15.186,15.16,14.904,13.958,13.758,13.105,13.034,12.402,12.211,12.279,11.964,11.945,"0"
18.665,18.418,18.405,17.809,17.721,17.244,17.098,16.642,16.585,16.436,16.356,16.353,"0"
16.886,16.807,16.602,15.933,15.848,15.347,15.204,14.77,14.723,14.61,14.567,14.567,"0"
24.312,22.929,21.051,21.239,21.364,20.594,20.499,20.083,20.04,19.907,19.917,19.782,"0"
17.329,17.097,17.012,16.306,16.206,15.75,15.61,15.196,15.127,15.018,14.983,14.982,"0"
22.221,21.027,21.825,20.599,20.726,19.586,19.47,18.301,18.04,17.708,17.508,17.504,"0"
16.75,16.536,16.45,15.863,15.778,15.349,15.21,14.842,14.788,14.691,14.661,14.66,"0"
19.938,19.693,19.437,18.544,18.335,17.514,17.491,16.641,16.497,16.299,16.17,16.164,"0"
22.409,20.629,20.661,20.29,20.148,19.065,19.117,17.987,17.788,17.533,17.339,17.282,"0"
21.551,21.143,21.431,20.683,20.372,19.836,19.635,18.881,18.782,18.585,18.526,18.437,"0"
20.904,20.486,20.821,20.252,20.351,19.726,19.673,19.163,19.069,18.932,18.849,18.847,"0"
22.154,23.454,21.669,20.354,20.107,19.31,19.191,17.953,17.718,17.413,17.195,17.17,"0"
22.075,21.233,20.818,21.991,21.914,20.52,20.48,19.104,18.745,18.139,17.749,17.652,"0"
21.766,21.453,20.72,20.586,20.308,18.901,18.726,17.467,17.134,16.61,16.273,16.206,"0"
20.599,19.965,19.877,18.857,18.584,17.729,17.653,16.665,16.466,16.165,15.967,15.918,"0"
17.318,17.131,17.08,16.447,16.371,15.951,15.819,15.452,15.418,15.315,15.296,15.294,"0"
22.761,21.426,20.955,20.479,20.677,19.983,19.794,19.313,19.155,19.091,19.153,19.053,"0"
19.209,19.133,18.757,18.041,17.72,16.958,16.849,15.932,15.726,15.452,15.252,15.217,"0"
21.034,21.177,20.402,19.346,19.104,18.292,18.262,17.257,17.115,16.893,16.744,16.704,"0"
20.829,20.528,20.869,20.239,20.073,19.669,19.569,19.008,19.034,18.796,18.737,18.755,"0"
16.544,16.458,16.252,15.515,15.394,14.838,14.683,14.183,14.119,13.99,13.928,13.922,"0"
18.064,17.741,17.68,17.196,17.097,16.762,16.653,16.325,16.279,16.178,16.153,16.152,"0"
21.245,21.438,21.258,21.524,21.137,20.716,20.388,20.414,20.532,20.61,20.344,20.749,"0"
15.609,15.466,15.271,14.543,14.419,13.921,13.776,13.346,13.296,13.218,13.173,13.165,"0"
21.366,20.963,20.32,21.262,21.045,20.579,21.458,20.732,20.537,20.646,21.496,20.398,"0"
20.719,20.277,20.629,19.544,19.357,18.508,18.445,17.37,17.167,16.895,16.718,16.65,"0"
21.279,21.706,23.077,21.708,22.004,22.687,21.158,20.831,20.631,20.613,20.524,20.473,"0"
19.788,19.355,19.169,18.666,18.512,18.124,17.895,17.426,17.35,17.138,17.038,17.058,"0"
20.264,20.155,20.239,19.806,19.601,19.403,19.274,19.003,18.925,18.799,18.734,18.84,"0"
19.993,19.855,19.515,19.083,19.036,18.478,18.315,17.825,17.768,17.607,17.541,17.519,"0"
21.398,21.886,21.45,22.597,22.055,21.888,21.462,21.082,21.053,21.584,20.534,21.046,"0"
16.008,15.962,15.671,14.622,14.333,13.528,13.502,12.546,12.361,12.369,12.035,12.003,"0"
21.971,21.698,23.125,22.668,21.983,20.521,20.121,19.038,18.593,17.946,17.507,17.448,"0"
22.068,22.122,21.191,22.334,25,22.177,21.406,20.701,20.657,20.137,20.062,19.664,"0"
17.122,16.901,16.786,16.282,16.194,15.83,15.697,15.32,15.284,15.165,15.124,15.113,"0"
21.668,21.289,23.326,21.406,21.021,19.75,19.556,18.302,17.858,17.183,16.755,16.661,"0"
23.959,22.312,21.563,21.962,22.129,21.472,21.849,21.159,21.243,20.819,20.615,20.295,"0"
19.62,19.546,19.435,19.07,18.921,18.585,18.497,18.134,18.122,17.995,17.915,17.932,"0"
20.952,22.602,21.797,20.543,20.868,20.163,19.783,19.201,18.961,18.864,18.808,18.775,"0"
21.169,21.461,22.732,19.912,19.624,18.786,18.754,17.614,17.437,17.187,17.021,17.002,"0"
22.308,21.776,20.708,20.275,19.86,18.805,18.854,17.575,17.337,17.025,16.838,16.775,"0"
21.064,20.947,20.793,19.839,19.663,19.186,19.052,18.409,18.338,18.14,18.041,18.045,"0"
15.747,15.502,15.398,14.719,14.618,14.147,13.986,13.57,13.501,13.389,13.352,13.343,"0"
16.725,16.459,16.374,15.837,15.762,15.37,15.231,14.876,14.847,14.73,14.702,14.703,"0"
23.232,21.335,21.47,21.079,21.224,19.905,20.049,18.771,18.545,18.179,17.973,17.933,"0"
21.834,22.488,22.274,21.009,20.707,19.804,19.746,18.773,18.59,18.358,18.179,18.143,"0"
20,20.242,19.836,19.474,19.272,19.003,18.834,18.576,18.503,18.476,18.435,18.446,"0"
18.167,17.857,17.766,17.353,17.225,16.895,16.769,16.409,16.358,16.25,16.196,16.201,"0"
20.618,20.559,21.733,19.594,19.36,18.677,18.616,17.726,17.571,17.333,17.184,17.121,"0"
23.531,22.154,21.518,22.894,22.327,21.534,21.55,20.061,19.475,18.675,18.141,18.054,"0"
16.02,15.711,15.66,15.154,15.089,14.754,14.626,14.322,14.299,14.189,14.168,14.173,"0"
21.092,20.943,21.48,20.435,20.15,19.379,19.462,18.566,18.42,18.269,18.104,18.124,"0"
20.542,20.593,20.074,20.159,19.946,19.95,19.618,19.472,19.567,19.301,19.299,19.429,"0"
20.654,20.385,20.225,20.025,19.985,19.798,19.757,19.368,19.469,19.206,19.096,19.098,"0"
16.446,16.155,16.094,15.593,15.527,15.196,15.073,14.772,14.754,14.659,14.65,14.644,"0"
19.18,18.956,18.799,17.81,17.568,16.905,16.789,16.042,15.924,15.75,15.648,15.628,"0"
15.07,14.926,14.685,13.948,13.792,13.212,13.031,12.607,12.459,12.525,12.239,12.229,"0"
18.933,18.958,18.643,17.615,17.378,16.609,16.56,15.638,15.502,15.288,15.164,15.13,"0"
23.217,20.51,20.348,19.675,19.388,18.32,18.284,17.132,16.95,16.601,16.386,16.338,"0"
22.132,24.008,21.465,22.008,21.823,20.472,20.321,19.288,18.805,18.314,18.014,17.891,"0"
19.144,18.97,18.738,17.926,17.827,17.255,17.1,16.558,16.491,16.362,16.29,16.273,"0"
18.177,18.071,17.904,17.198,17.125,16.596,16.461,16.002,15.926,15.82,15.781,15.772,"0"
20.263,20.472,19.952,18.955,18.665,17.569,17.579,16.269,16.019,15.644,15.403,15.325,"0"
20.771,19.973,20.081,18.899,18.521,17.5,17.423,16.229,15.979,15.639,15.416,15.355,"0"
21.344,21.662,20.669,20.387,20.345,19.767,19.633,19.261,19.176,19.006,19.056,18.873,"0"
19.406,19.266,19.355,18.619,18.475,17.978,17.915,17.338,17.244,17.087,17.04,16.986,"0"
16.445,16.253,16.168,15.513,15.432,14.937,14.795,14.352,14.28,14.14,14.086,14.077,"0"
18.909,18.848,18.796,17.954,17.818,17.221,17.114,16.59,16.496,16.371,16.297,16.286,"0"
17.946,17.801,17.498,16.528,16.175,15.207,15.166,13.99,13.772,13.475,13.292,13.246,"0"
24.163,23.103,23.18,23.321,22.433,20.645,20.625,19.332,18.785,18.096,17.661,17.572,"0"
21.958,21.543,20.642,19.81,19.709,18.559,18.48,17.17,16.885,16.473,16.197,16.171,"0"
18.924,18.586,18.138,17.388,17.255,16.002,15.783,14.688,14.218,13.337,12.851,12.727,"0"
16.813,16.57,16.523,15.972,15.888,15.497,15.364,14.993,14.95,14.838,14.794,14.794,"0"
21.467,20.775,20.654,20.643,20.243,20.057,19.898,19.434,19.435,19.201,19.162,19.15,"0"
18.491,18.486,17.98,17.19,16.898,16.288,16.152,15.508,15.415,15.28,15.202,15.182,"0"
21.861,22.759,22.571,22.888,22.24,21.663,21.407,20.258,19.661,18.827,18.269,18.183,"0"
20.622,20.248,20.436,19.847,19.819,19.463,19.359,19.089,19.063,18.903,18.92,19.007,"0"
22.204,21.481,20.764,20.675,20.5,19.674,19.518,19.013,18.863,18.688,18.605,18.528,"0"
21.836,21.439,21.665,22.572,23.156,20.891,20.762,19.871,19.5,18.625,18.147,18.022,"0"
18.442,18.133,17.986,17.593,17.517,17.228,17.121,16.848,16.829,16.746,16.735,16.722,"0"
21.467,22.112,20.932,20.815,20.667,20.422,20.635,20.084,20.05,20.115,20.189,20.071,"0"
19.732,19.485,19.303,18.986,18.824,18.405,18.258,17.878,17.87,17.714,17.721,17.673,"0"
21.803,21.657,22.535,22.59,23.637,22.083,22.605,21.201,20.529,19.637,19.194,19.069,"0"
21.125,20.371,21.394,19.531,19.578,18.295,18.138,17.004,16.599,15.939,15.567,15.486,"0"
21.037,20.296,20.069,19.412,19.068,18.132,18.094,16.889,16.694,16.378,16.187,16.145,"0"
19.436,19.25,18.93,18.233,18.032,17.425,17.284,16.705,16.616,16.465,16.397,16.359,"0"
18.847,18.771,18.504,17.834,17.754,17.209,17.08,16.574,16.505,16.341,16.288,16.253,"0"
23.18,22.058,21.073,22.84,22.998,21.857,21.457,19.954,19.683,19.148,18.936,18.778,"0"
20.879,21.606,20.256,19.259,19.146,18.06,17.929,16.736,16.435,15.932,15.629,15.559,"0"
21.424,24.152,21.234,21.04,20.702,19.834,19.788,18.503,18.331,17.976,17.767,17.691,"0"
21.181,20.803,22.817,20.853,21.729,20.813,20.486,20.282,20.174,20.362,20.388,20.325,"0"
18.763,18.456,18.177,17.303,16.985,15.991,15.895,14.688,14.43,14.056,13.829,13.769,"0"
20.475,20.06,20.27,19.69,19.505,19.018,18.887,18.404,18.326,18.173,18.127,18.102,"0"
21.894,21.371,21.878,20.861,20.914,20.35,20.176,19.887,19.801,19.67,19.344,19.474,"0"
21.015,21.469,21.144,20.669,20.686,20.535,20.258,20.2,20.2,19.978,19.973,19.703,"0"
18.982,18.756,18.632,17.825,17.664,17.079,16.964,16.391,16.304,16.176,16.107,16.094,"0"
21.728,20.916,20.396,20.36,20.481,19.74,19.665,19.066,18.932,18.789,18.667,18.768,"0"
20.618,20.419,20.128,19.471,19.185,18.022,17.88,16.652,16.289,15.722,15.388,15.315,"0"
19.653,19.472,19.607,18.462,18.354,17.707,17.59,16.862,16.757,16.552,16.447,16.408,"0"
17.264,17.113,16.873,16.188,16.046,15.516,15.379,14.88,14.805,14.658,14.602,14.588,"0"
22.078,21.179,21.113,21.112,20.795,19.853,19.488,18.412,17.96,17.091,16.623,16.49,"0"
23.282,21.642,20.955,21.128,21.729,20.61,20.661,19.972,20.097,19.816,19.628,19.532,"0"
17.122,16.849,16.778,16.27,16.185,15.762,15.652,15.254,15.188,15.061,15.011,15.008,"0"
15.841,15.674,15.622,14.988,14.928,14.486,14.345,13.958,13.916,13.801,13.77,13.757,"0"
20.373,19.943,19.894,19.609,19.469,19.269,19.123,18.804,18.859,18.658,18.682,18.57,"0"
21.742,20.98,20.673,20.231,19.794,18.938,18.912,17.788,17.596,17.332,17.154,17.103,"0"
20.949,21.057,21.378,20.633,20.027,19.401,19.428,18.747,18.679,18.485,18.433,18.371,"0"
21.567,21.229,22.273,20.131,19.899,19.338,19.261,18.65,18.56,18.377,18.324,18.311,"0"
21.704,20.985,22.137,21.55,21.856,21.367,20.915,20.146,19.797,19.673,19.459,19.409,"0"
18.968,18.964,18.558,17.808,17.646,17.018,16.913,16.209,16.107,15.93,15.834,15.812,"0"
20.439,20.48,20.383,19.2,18.948,18.234,18.162,17.286,17.184,16.979,16.848,16.801,"0"
21.198,20.992,20.427,20.203,19.801,18.909,18.898,17.714,17.561,17.231,17.053,16.991,"0"
21.759,20.695,22.627,22.153,21.386,20.508,20.715,19.853,19.821,19.726,19.585,19.583,"0"
16.738,16.526,16.435,15.775,15.685,15.235,15.082,14.699,14.67,14.557,14.526,14.515,"0"
15.273,15.093,14.896,14.123,13.958,13.352,13.162,12.69,12.556,12.569,12.299,12.282,"0"
21.289,22.518,21.372,22.803,21.235,20.246,19.972,18.914,18.692,18.286,18.01,17.973,"0"
21.202,20.773,20.11,19.306,18.994,18.071,18.011,16.873,16.654,16.352,16.16,16.102,"0"
18.788,19.134,18.988,18.992,18.801,18.689,18.798,18.618,18.53,18.437,18.428,18.436,"0"
